order_year_month,market,customer_segment,department_name,category_name,product_name,order_count,order_item_count,total_quantity,total_sales,total_profit,total_cost,profit_margin,avg_sales_per_item,avg_discount_rate,avg_profit_ratio
2016-12,Africa,Corporate,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,31,35,106.0,3762.23006029,1.600000207000015,3760.630060083001,0.0004252797360501351,107.49228743685714,0.10742857222857141,0.013428572171428557
2016-08,Pacific Asia,Consumer,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,1,1,3.0,63.36000061,-48.59999847,111.95999908,-0.7670454230129782,63.36000061,0.039999999,-0.769999981
2015-12,Pacific Asia,Consumer,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,5,5,21.0,394.90000152,130.509999271,264.39000224899996,0.33048872820627284,78.980000304,0.140000002,0.336000003
2017-11,Europe,Home Office,Discs Shop,DVDs,DVDs,25,25,25.0,3658.2699810000004,675.7799949509999,2982.4899860489995,0.1847266599952454,146.33079924,0.10999999976,0.183200001
2017-01,LATAM,Home Office,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,14,18,18.0,2077.2199935199997,334.9400062529999,1742.2799872670003,0.16124435894987696,115.40111075111109,0.11222222294444444,0.17166666333333333
2015-11,Pacific Asia,Home Office,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,92,109,109.0,12795.459914840001,1346.3600378229996,11449.099877016999,0.10522169947650803,117.38954050311928,0.09733945018348629,0.1022018347706422
2017-12,Pacific Asia,Home Office,Apparel,Crafts,Porcelain crafts,33,33,33.0,13558.2900088,-917.7200165319999,14476.010025332,-0.06768700300232214,410.85727299393943,0.10969697057575756,-0.059393939242424254
2017-06,LATAM,Consumer,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,52,63,178.0,9461.570114230004,1343.2800176670003,8118.2900965630015,0.14197220983933048,150.18365260682546,0.11492063576190477,0.08984126873015871
2015-03,LATAM,Consumer,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,67,71,71.0,19140.10038749998,2619.1599942599996,16520.94039324,0.13684149723532907,269.5788786971828,0.10154929678873242,0.13211267770422536
2017-09,Europe,Corporate,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,87,98,98.0,26093.61056519997,1471.0199770249992,24622.59058817499,0.056374719525662004,266.2613322979589,0.11265306179591839,0.06091836639795918
2016-12,Europe,Corporate,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,9,11,11.0,2996.7800598000003,913.850006156,2082.9300536439996,0.30494396916702277,272.4345508909091,0.09272727418181818,0.30181818081818185
2017-07,Europe,Corporate,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,73,86,86.0,23066.830459499975,2450.579950989,20616.25050851099,0.10623826083482306,268.21895883139507,0.10604651200000002,0.10290697691860463
2015-09,Europe,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,98,107,107.0,38069.911072999974,5269.8400038380005,32800.07106916199,0.1384253300128008,355.7935614299063,0.11074766400934592,0.13897196334579437
2017-10,Europe,Corporate,Discs Shop,CDs,CDs of rock,23,23,23.0,229.819999697,0.5599995709999988,229.26000012600005,0.002436687719686342,9.992173899869565,0.11521739226086958,-0.009565215086956536
2016-08,USCA,Corporate,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,130,153,153.0,17853.319876960013,2225.3900143900005,15627.929862570001,0.12464852642123446,116.68836520888897,0.10241830126797394,0.12372549124836606
2015-10,Europe,Corporate,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,2,2,8.0,271.9300079,96.19999695,175.73001095,0.35376749220474685,135.96500395,0.150000006,0.3149999975
2015-02,LATAM,Corporate,Outdoors,Trade-In,Glove It Imperial Golf Towel,2,2,4.0,59.63999939,16.329999923000003,43.309999467,0.2738095253189774,29.819999695,0.0950000025,0.3500000015
2017-09,Europe,Corporate,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,73,78,220.0,19645.489852339993,894.9800042109997,18750.509848129,0.04555651250937873,251.8652545171794,0.10628205210256411,0.0991025659230769
2017-12,Pacific Asia,Corporate,Discs Shop,DVDs,DVDs,21,21,21.0,3061.5799786000002,761.4100016999998,2300.1699768999997,0.24869838678791514,145.7895227904762,0.11333333438095237,0.25095238152380955
2015-04,LATAM,Consumer,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,68,74,242.0,21843.239929079988,3725.6700178729993,18117.569911207,0.17056398363838876,295.1789179605404,0.0974324329054054,0.1727027037432432
2015-02,LATAM,Consumer,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,94,114,344.0,18678.980240310004,1348.230005945,17330.750234365,0.07217899417418218,163.85070386236845,0.09578947417543866,0.0544736833421053
2015-04,LATAM,Consumer,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,52,58,164.0,5959.470044610003,459.66000931899987,5499.810035290998,0.07713102102673304,102.74948352775867,0.09517241337931033,0.033965514568965544
2017-01,LATAM,Consumer,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,1,1,4.0,163.7599945,67.13999939,96.61999511,0.4099902396491592,163.7599945,0.090000004,0.409999996
2015-10,Pacific Asia,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,4,4,16.0,467.70000456,11.369998939999995,456.33000562000007,0.024310452916707994,116.92500114,0.07000000075,0.012500002749999996
2015-12,Pacific Asia,Corporate,Footwear,Electronics,Under Armour Women's Ignite Slide,6,6,21.0,637.56000133,107.31000137699999,530.249999953,0.16831357229616498,106.26000022166666,0.0450000005,0.14166666833333333
2016-08,USCA,Home Office,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,3,3,8.0,173.25,68.96000147299999,104.289998527,0.3980375265396825,57.75,0.09999999966666667,0.33999999866666664
2016-07,USCA,Home Office,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,5,5,11.0,254.0,26.130002018000003,227.86999798199997,0.1028740236929134,50.8,0.092,-0.14600000360000004
2016-06,USCA,Home Office,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,2,2,7.0,159.25,60.979999549999995,98.27000045,0.3829199343799058,79.625,0.090000004,0.415000007
2017-02,LATAM,Consumer,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,6,6,16.0,671.24000553,68.210001709,603.030003821,0.10161790290663994,111.87333425499999,0.07166666683333332,0.1316666685
2017-07,Europe,Consumer,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,139,155,155.0,41812.481033699965,4234.840033028003,37577.64100067198,0.10128172087216762,269.757942152903,0.10103225849677427,0.09961290435483872
2016-12,Europe,Consumer,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,1,1,2.0,80.98000336,29.14999962,51.830003739999995,0.3599654039332705,80.98000336,0.100000001,0.360000014
2015-05,LATAM,Consumer,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3,3,12.0,794.5,164.61000252,629.88999748,0.20718691317809942,264.8333333333333,0.09333333333333334,0.2366666696666667
2015-11,Pacific Asia,Consumer,Footwear,Electronics,Under Armour Women's Ignite Slide,11,12,33.0,944.01999296,138.27999877599999,805.7399941839999,0.14647994725452726,78.66833274666666,0.12250000091666668,0.18833332808333333
2015-12,Pacific Asia,Home Office,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,70,81,81.0,29026.42080779998,3291.120036864999,25735.300770935006,0.11338359829678378,358.3508741703701,0.10419753203703706,0.11802469292592598
2016-10,Africa,Home Office,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,23,24,71.0,2533.3300053400003,325.180008575,2208.1499967649997,0.12836069832574273,105.55541688916668,0.11750000029166664,0.15458333429166668
2016-08,Africa,Home Office,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4,4,9.0,345.11000056,87.329999926,257.780000634,0.253049751627864,86.27750014,0.042499999,0.24999999725
2016-09,Europe,Home Office,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,11,11,34.0,1591.0,448.04999448,1142.95000552,0.28161533279698303,144.63636363636363,0.06727272745454545,0.24818182063636363
2015-05,LATAM,Home Office,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,36,42,122.0,5541.25,1196.789999731,4344.4600002689995,0.21597834418786377,131.9345238095238,0.08999999971428571,0.1852380948571429
2016-04,USCA,Home Office,Footwear,Electronics,Under Armour Women's Ignite Slide,1,1,2.0,56.29999924,-19.03000069,75.32999993,-0.3380106740122223,56.29999924,0.119999997,-0.340000004
2016-08,USCA,Home Office,Footwear,Electronics,Under Armour Women's Ignite Slide,4,4,16.0,437.62000277000004,70.57000160000001,367.05000117,0.1612586288408062,109.40500069250001,0.14750000075,0.05000000824999998
2016-11,Africa,Home Office,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,3,3,10.0,255.9000015,99.48999976,156.41000173999998,0.3887846782994255,85.3000005,0.16000000066666667,0.36999999499999997
2016-02,Pacific Asia,Home Office,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,1,1,3.0,129.5700073,12.96000004,116.61000725999999,0.10002314818114548,129.5700073,0.039999999,0.100000001
2015-10,Europe,Home Office,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,23,24,69.0,6104.3799437399975,515.6999806720002,5588.679963068,0.08448032157645219,254.3491643224999,0.12208333391666663,0.05916666541666665
2017-02,LATAM,Home Office,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,1,1,4.0,135.9700012,-23.79000092,159.76000212000002,-0.17496507104539172,135.9700012,0.150000006,-0.180000007
2016-11,Africa,Home Office,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,2,2,9.0,389.68000789999996,-81.57999803999999,471.26000594,-0.20935125330046472,194.84000394999998,0.10500000050000001,-0.28499999649999996
2015-06,Europe,Home Office,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,1,1,5.0,78.34999847,-60.09999847,138.44999694,-0.7670708314437571,78.34999847,0.02,-0.769999981
2016-05,USCA,Consumer,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,7,7,17.0,374.09999846,29.089998957999992,345.009999502,0.07775995476543791,53.44285692285714,0.12428571657142858,0.02000000714285715
2016-04,Pacific Asia,Consumer,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,1,1,3.0,79.19999695,37.22000122,41.97999573,0.4699495284513392,79.19999695,0.119999997,0.469999999
2015-10,Europe,Consumer,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,4,4,13.0,296.86999697,74.74000071900001,222.129996251,0.2517600346341258,74.2174992425,0.1024999985,0.2700000035
2015-08,Europe,Corporate,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,58,66,210.0,18714.099906659994,2968.8099668559994,15745.289939803999,0.1586402756030738,283.54696828272716,0.10606060630303032,0.16560606118181817
2016-06,USCA,Corporate,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,4,4,15.0,252.92999649999996,51.54999888,201.37999761999998,0.2038113295905573,63.23249912499999,0.07000000025,0.20499999675
2016-08,Pacific Asia,Corporate,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,1,1,5.0,215.9499969,28.0699997,187.8799972,0.12998379302130011,215.9499969,0.039999999,0.129999995
2016-08,Pacific Asia,Corporate,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,4,4,11.0,986.88999942,174.0200043,812.8699951199999,0.17633171316182392,246.722499855,0.16,-0.42999998249999993
2016-08,USCA,Corporate,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,5,5,19.0,807.19001,209.540002385,597.650007615,0.2595919173789081,161.438002,0.12399999939999999,0.2519999972
2016-04,USCA,Corporate,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,3,3,9.0,207.17000009,67.51999950199999,139.650000588,0.32591591192097097,69.05666669666667,0.05666666466666667,0.30666667233333333
2017-01,Europe,Corporate,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,6,6,16.0,1481.34000386,-30.280006389999997,1511.62001025,-0.020440956371324547,246.89000064333334,0.08166666516666667,-0.19166666516666667
2016-12,Europe,Corporate,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,16,22,53.0,2794.94000256,-312.26002072700015,3107.200023287,-0.11172333590022986,127.0427273890909,0.11090909127272726,0.006818178272727263
2016-09,Europe,Corporate,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,7,7,26.0,955.16001122,124.12000131900001,831.040009901,0.12994681504773728,136.45143017428572,0.08142857085714285,0.1500000035714286
2015-01,LATAM,Corporate,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,70,81,244.0,13416.400150290006,1056.810021936,12359.590128354004,0.07877001357276574,165.63456975666674,0.08148148138271606,0.02999999950617285
2016-01,Pacific Asia,Consumer,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,5,5,20.0,348.01999664,73.49000072,274.52999592000003,0.2111660290486692,69.603999328,0.1140000002,0.17600000220000003
2015-08,Europe,Consumer,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,7,7,20.0,533.09999273,181.51000142399997,351.589991306,0.3404802174062861,76.15714181857143,0.12714285985714285,0.311428569
2016-11,Europe,Consumer,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,37,46,46.0,5237.239959700001,296.2599986789999,4940.979961021,0.05656796346142028,113.85304260217394,0.1241304352826087,0.047391302
2016-10,Europe,Corporate,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,2,2,6.0,107.21999740000001,31.920000079999998,75.29999732,0.2977056598958656,53.609998700000006,0.005,0.299999997
2017-10,Europe,Corporate,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5,5,12.0,555.0,185.370000836,369.62999916399997,0.3340000015063063,111.0,0.09000000080000001,0.2839999944
2016-01,Pacific Asia,Corporate,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,2,2,6.0,195.23999404,68.33000184,126.9099922,0.3499795325029605,97.61999702,0.08,0.349999994
2016-12,Pacific Asia,Home Office,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,6,6,20.0,1857.8099823000002,171.73999974,1686.0699825600002,0.09244217728197529,309.63499705000004,0.07666666633333334,0.08500000149999999
2015-10,Europe,Home Office,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,2,2,3.0,87.00999832,29.480000500000003,57.52999782,0.33881164313531276,43.50499916,0.1150000005,0.36999999
2016-10,Europe,Home Office,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8,8,8.0,2273.8400574,629.66000563,1644.18005177,0.27691481798855216,284.230007175,0.052500001000000004,0.27000000124999995
2016-02,Pacific Asia,Home Office,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,4,4,12.0,577.09000785,-132.92999653,710.02000438,-0.23034534426482708,144.2725019625,0.059999998500000006,-0.12500000725
2016-09,USCA,Home Office,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,1,1,5.0,472.4500122,35.43000031,437.02001189,0.0749920613717787,472.4500122,0.059999999,0.079999998
2016-04,Pacific Asia,Consumer,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,1,1,4.0,158.3600006,38.00999832,120.35000228000001,0.240022721495241,158.3600006,0.119999997,0.239999995
2015-11,Pacific Asia,Consumer,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,7,7,20.0,939.9800034699999,247.170001974,692.810001496,0.2629524043719602,134.28285763857141,0.08428571614285715,0.26428571728571426
2015-08,Europe,Consumer,Outdoors,Trade-In,Glove It Imperial Golf Towel,2,2,9.0,124.09000015000001,52.53000069,71.55999946,0.4233217876259306,62.045000075000004,0.1399999965,0.429999992
2017-09,Europe,Consumer,Footwear,Strength Training,SOLE E35 Elliptical,2,2,2.0,3139.97998,766.5999756,2373.3800044,0.2441416762154006,1569.98999,0.21500000349999998,0.2349999985
2017-01,Europe,Consumer,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,16,20,57.0,3094.5700606699997,440.41000468400017,2654.160055986,0.14231702499850588,154.72850303349998,0.09300000039999999,0.16099999535
2017-10,Europe,Consumer,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,12,15,40.0,2229.5200576499997,248.819991737,1980.700065913,0.11160249080659355,148.63467050999998,0.06866666686666667,0.14266667013333334
2017-08,Europe,Consumer,Outdoors,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,5,5,10.0,860.5799789399999,-471.53002169999996,1332.11000064,-0.5479212080680711,172.115995788,0.1279999984,-0.12599999360000003
2016-08,Europe,Consumer,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5,6,6.0,1628.8800354,118.82000167999998,1510.0600337199999,0.0729458272541364,271.4800059,0.09500000000000001,0.08333333333333336
2016-01,Pacific Asia,Corporate,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,4,4,13.0,298.75999637999996,35.410001283,263.349995097,0.11852323507850487,74.68999909499999,0.07500000025,0.14500000225
2016-05,USCA,Corporate,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1,1,2.0,50.38000107,14.60999966,35.77000141,0.28999601726288726,50.38000107,0.159999996,0.289999992
2016-09,Africa,Corporate,Outdoors,Trade-In,Glove It Imperial Golf Towel,3,3,9.0,127.75999546,-12.910001281000001,140.669996741,-0.10104885519538043,42.586665153333335,0.083333336,-0.16666666900000002
2017-07,Europe,Corporate,Footwear,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,5,5,13.0,1120.88997662,216.56999972999998,904.31997689,0.19321254025578707,224.177995324,0.0860000018,0.20199999200000002
2015-10,Europe,Corporate,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,1,1,3.0,70.84999847,34.00999832,36.84000015,0.48002821530618445,70.84999847,0.059999999,0.479999989
2015-06,Europe,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,3,3,7.0,194.34000015,38.920000673,155.41999947699998,0.20026757560440392,64.78000005,0.11666666600000002,0.16666666533333332
2015-10,Europe,Corporate,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,1,1,4.0,71.95999908,25.19000053,46.769998550000004,0.35005559827753124,71.95999908,0.100000001,0.349999994
2016-04,USCA,Consumer,Footwear,Electronics,Under Armour Kids' Mercenary Slide,5,5,19.0,524.5299949399999,5.729998618999995,518.799996321,0.010924062826293546,104.905998988,0.0380000004,0.07999999519999998
2016-06,USCA,Consumer,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,6,6,16.0,360.34999657000003,102.460001955,257.88999461500003,0.2843346827536227,60.05833276166667,0.0966666685,0.25500000283333335
2016-07,USCA,Consumer,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,7,7,19.0,430.44999884,115.899999741,314.549999099,0.26925310733728336,61.49285697714286,0.07571428671428572,0.22285714671428572
2016-11,Africa,Consumer,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,1,1,5.0,109.9599991,-26.71999931,136.67999841,-0.24299744933337306,109.9599991,0.119999997,-0.239999995
2016-12,Pacific Asia,Consumer,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7,8,8.0,2138.8500366000003,638.449999786,1500.400036814,0.29850152598865937,267.35625457500004,0.10875000037499999,0.29625000125
2015-12,Pacific Asia,Consumer,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,6,6,15.0,248.70000267,-43.400001173,292.100003843,-0.1745074415241863,41.450000445,0.08333333466666666,-0.06499999599999999
2015-10,Pacific Asia,Consumer,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3,3,14.0,895.3000031,327.39000702,567.9099960799999,0.3656763161916714,298.43333436666666,0.08666666833333332,0.3666666596666666
2016-02,Pacific Asia,Consumer,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,6,6,22.0,465.55999561,-71.34999648400002,536.909992094,-0.15325628738894045,77.59333260166666,0.16500000283333335,-0.03999999483333334
2016-07,USCA,Consumer,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,4,4,15.0,439.06001276,173.98000145,265.08001131000003,0.39625562882926746,109.76500319,0.07500000225,0.39249999825
2016-09,Europe,Corporate,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10,10,10.0,2645.8100433,116.01000219000002,2529.8000411100006,0.04384668600218403,264.58100433,0.1180000015,0.06200000799999998
2016-10,Europe,Corporate,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,13,13,13.0,3442.2601014000006,398.24998288,3044.0101185199997,0.11569433196463796,264.7892385692308,0.11769230807692307,0.09923076653846155
2017-03,LATAM,Corporate,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,3,3,5.0,129.59999847,35.550000194999996,94.04999827500001,0.27430556029851466,43.19999949,0.11333333266666668,0.33333332833333335
2015-11,Pacific Asia,Corporate,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,3,3,11.0,178.91999817,-37.670001501,216.589999671,-0.2105410344639509,59.63999939000001,0.18333333733333335,-0.10999999499999998
2017-03,LATAM,Consumer,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,5,5,17.0,391.08000182,-29.520001411000003,420.600003231,-0.07548328033553348,78.216000364,0.0820000004,-0.0779999912
2015-07,Europe,Consumer,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,2,2,7.0,179.13999941,60.91000175,118.22999766000001,0.34001340823159487,89.569999705,0.200000003,0.3850000055
2015-11,Pacific Asia,Consumer,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,6,6,17.0,452.39999962,14.77000236899999,437.62999725099996,0.032648104291348956,75.39999993666667,0.10333333266666667,0.09999999650000002
2017-05,LATAM,Consumer,Outdoors,Kids' Golf Clubs,GolfBuddy VT3 GPS Watch,5,5,5.0,887.9500275,-3.7799930900000085,891.7300205900001,-0.004256988538693421,177.59000550000002,0.1120000012,0.001999997400000006
2015-02,LATAM,Consumer,Outdoors,Trade-In,Glove It Imperial Golf Towel,3,3,7.0,102.17000198,37.160000327,65.010001653,0.3637075423985423,34.05666732666666,0.10000000166666667,0.3199999976666667
2016-11,Pacific Asia,Consumer,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,15,16,16.0,4228.1900787,916.31001268,3311.8800660199995,0.21671447962947984,264.26187991875,0.119375001375,0.21749999862500002
2016-05,USCA,Consumer,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,7,7,19.0,422.5,29.730000969000002,392.76999903099994,0.07036686619881657,60.357142857142854,0.08857142957142858,0.12428571614285715
2015-06,Europe,Consumer,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,4,4,15.0,523.85999295,61.50000381,462.35998914000004,0.11739778688514947,130.9649982375,0.11749999750000001,0.1400000005
2015-11,Pacific Asia,Consumer,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,9,9,25.0,687.81000507,181.949996947,505.86000812299994,0.2645352577104233,76.42333389666666,0.10000000144444443,0.25777778011111113
2016-08,USCA,Consumer,Outdoors,Trade-In,Glove It Imperial Golf Towel,5,5,16.0,243.68000221999998,1.339999436000003,242.34000278399998,0.0054990127371642925,48.736000444,0.0600000002,-0.16199999539999999
2015-07,Europe,Consumer,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,3,3,7.0,124.13000108,-5.070000174000001,129.200001254,-0.04084427720847645,41.37666702666667,0.11999999966666668,4.999999997368221e-09
2015-01,LATAM,Corporate,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,3,3,7.0,200.10000226,-0.1900005300000025,200.29000279000002,-0.0009495278753326812,66.70000075333333,0.039999999333333335,0.13000000533333333
2017-05,LATAM,Corporate,Outdoors,Kids' Golf Clubs,Polar Loop Activity Tracker,1,2,2.0,181.4200058,-150.0,331.4200058,-0.8268106890337228,90.7100029,0.1750000045,-0.8300000115
2017-01,Africa,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,1,1,2.0,62.06000137,9.930000305,52.130001065,0.16000644675783382,62.06000137,0.029999999,0.159999996
2017-01,USCA,Corporate,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1,2,7.0,245.13999943,85.56999969,159.56999974000001,0.34906583947526937,122.569999715,0.130000003,0.3649999945
2015-05,Europe,Corporate,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2,2,3.0,130.25,-54.92000199,185.17000199,-0.42165068706333975,65.125,0.1150000005,-0.4999999925
2017-07,Europe,Corporate,Footwear,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,1,1,4.0,302.3699951,145.1399994,157.2299957,0.48000794308972095,302.3699951,0.159999996,0.479999989
2015-10,Europe,Corporate,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1,1,2.0,55.77999878,6.300000191,49.479998589,0.1129437133164455,55.77999878,0.07,0.109999999
2017-01,Africa,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,1,1,3.0,93.08999634,5.590000153,87.499996187,0.060049418549585044,93.08999634,0.029999999,0.059999999
2015-03,LATAM,Corporate,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,1,1,3.0,71.22000122,26.70999908,44.51000214,0.37503508315721984,71.22000122,0.050000001,0.379999995
2015-12,Pacific Asia,Corporate,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,4,4,10.0,423.51999285000005,146.85000038,276.66999247,0.3467368786814523,105.87999821250001,0.08499999999999999,0.34249999375
2016-06,USCA,Corporate,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,8,8,32.0,744.93999084,111.74999904499998,633.189991795,0.15001208207253022,93.117498855,0.07000000125,0.139999997125
2016-10,USCA,Corporate,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,1,1,4.0,94.95999908,26.59000015,68.36999893000001,0.28001264119220337,94.95999908,0.050000001,0.280000001
2015-08,Europe,Corporate,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,4,4,11.0,268.63999743,-15.590001707999996,284.22999913800004,-0.058033062303249575,67.1599993575,0.0400000005,0.02999999675
2015-06,Europe,Corporate,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,1,1,5.0,121.1999969,52.11999893,69.07999797,0.4300330054711412,121.1999969,0.029999999,0.430000007
2015-01,LATAM,Corporate,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,3,3,8.0,175.67999841,35.309999466,140.369998944,0.20099043593792573,58.55999947,0.08000000266666667,0.21333333333333335
2016-04,Pacific Asia,Corporate,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4,4,4.0,451.70999145999997,188.06999588000002,263.63999558,0.41635119752858973,112.92749786499999,0.13249999925,0.41749998925000004
2015-03,LATAM,Corporate,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,1,1,2.0,78.27999878,24.5,53.77999878,0.3129790544434651,78.27999878,0.129999995,0.310000002
2017-03,LATAM,Corporate,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,1,1,2.0,52.20000076,18.79000092,33.40999984,0.3599616982074542,52.20000076,0.129999995,0.360000014
2015-05,LATAM,Corporate,Outdoors,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,1,1,5.0,104.4499969,31.34000015,73.10999675,0.30004788013545647,104.4499969,0.050000001,0.300000012
