date_key,date_day,year,month,day,quarter,day_of_week,year_month,month_name
20160726,2016-07-26,2016,7,26,3,2,2016-07,July
20170803,2017-08-03,2017,8,3,3,4,2017-08,August
20161110,2016-11-10,2016,11,10,4,4,2016-11,November
20150603,2015-06-03,2015,6,3,2,3,2015-06,June
20171115,2017-11-15,2017,11,15,4,3,2017-11,November
20160304,2016-03-04,2016,3,4,1,5,2016-03,March
20160119,2016-01-19,2016,1,19,1,2,2016-01,January
20160426,2016-04-26,2016,4,26,2,2,2016-04,April
20160510,2016-05-10,2016,5,10,2,2,2016-05,May
20161016,2016-10-16,2016,10,16,4,0,2016-10,October
20150827,2015-08-27,2015,8,27,3,4,2015-08,August
20170209,2017-02-09,2017,2,9,1,4,2017-02,February
20160913,2016-09-13,2016,9,13,3,2,2016-09,September
20160720,2016-07-20,2016,7,20,3,3,2016-07,July
20160712,2016-07-12,2016,7,12,3,2,2016-07,July
20160109,2016-01-09,2016,1,9,1,6,2016-01,January
20150809,2015-08-09,2015,8,9,3,0,2015-08,August
20150108,2015-01-08,2015,1,8,1,4,2015-01,January
20180107,2018-01-07,2018,1,7,1,0,2018-01,January
20171130,2017-11-30,2017,11,30,4,4,2017-11,November
20150125,2015-01-25,2015,1,25,1,0,2015-01,January
20170518,2017-05-18,2017,5,18,2,4,2017-05,May
20160910,2016-09-10,2016,9,10,3,6,2016-09,September
20180125,2018-01-25,2018,1,25,1,4,2018-01,January
20151222,2015-12-22,2015,12,22,4,2,2015-12,December
20171112,2017-11-12,2017,11,12,4,0,2017-11,November
20150526,2015-05-26,2015,5,26,2,2,2015-05,May
20170223,2017-02-23,2017,2,23,1,4,2017-02,February
20150408,2015-04-08,2015,4,8,2,3,2015-04,April
20150101,2015-01-01,2015,1,1,1,4,2015-01,January
20171108,2017-11-08,2017,11,8,4,3,2017-11,November
20170228,2017-02-28,2017,2,28,1,2,2017-02,February
20160608,2016-06-08,2016,6,8,2,3,2016-06,June
20161121,2016-11-21,2016,11,21,4,1,2016-11,November
20170215,2017-02-15,2017,2,15,1,3,2017-02,February
20150623,2015-06-23,2015,6,23,2,2,2015-06,June
20150501,2015-05-01,2015,5,1,2,5,2015-05,May
20170505,2017-05-05,2017,5,5,2,5,2017-05,May
20150508,2015-05-08,2015,5,8,2,5,2015-05,May
20180114,2018-01-14,2018,1,14,1,0,2018-01,January
20170604,2017-06-04,2017,6,4,2,0,2017-06,June
20160508,2016-05-08,2016,5,8,2,0,2016-05,May
20160701,2016-07-01,2016,7,1,3,5,2016-07,July
20160206,2016-02-06,2016,2,6,1,6,2016-02,February
20161026,2016-10-26,2016,10,26,4,3,2016-10,October
20160210,2016-02-10,2016,2,10,1,3,2016-02,February
20160131,2016-01-31,2016,1,31,1,0,2016-01,January
20160520,2016-05-20,2016,5,20,2,5,2016-05,May
20161120,2016-11-20,2016,11,20,4,0,2016-11,November
20160613,2016-06-13,2016,6,13,2,1,2016-06,June
20150517,2015-05-17,2015,5,17,2,0,2015-05,May
20160223,2016-02-23,2016,2,23,1,2,2016-02,February
20170103,2017-01-03,2017,1,3,1,2,2017-01,January
20161102,2016-11-02,2016,11,2,4,3,2016-11,November
20170726,2017-07-26,2017,7,26,3,3,2017-07,July
20180126,2018-01-26,2018,1,26,1,5,2018-01,January
20160213,2016-02-13,2016,2,13,1,6,2016-02,February
20150909,2015-09-09,2015,9,9,3,3,2015-09,September
20170916,2017-09-16,2017,9,16,3,6,2017-09,September
20160311,2016-03-11,2016,3,11,1,5,2016-03,March
20160331,2016-03-31,2016,3,31,1,4,2016-03,March
20171027,2017-10-27,2017,10,27,4,5,2017-10,October
20150907,2015-09-07,2015,9,7,3,1,2015-09,September
20150814,2015-08-14,2015,8,14,3,5,2015-08,August
20150620,2015-06-20,2015,6,20,2,6,2015-06,June
20170914,2017-09-14,2017,9,14,3,4,2017-09,September
20150618,2015-06-18,2015,6,18,2,4,2015-06,June
20171109,2017-11-09,2017,11,9,4,4,2017-11,November
20170618,2017-06-18,2017,6,18,2,0,2017-06,June
20150530,2015-05-30,2015,5,30,2,6,2015-05,May
20160211,2016-02-11,2016,2,11,1,4,2016-02,February
20160408,2016-04-08,2016,4,8,2,5,2016-04,April
20160112,2016-01-12,2016,1,12,1,2,2016-01,January
20160617,2016-06-17,2016,6,17,2,5,2016-06,June
20160719,2016-07-19,2016,7,19,3,2,2016-07,July
20160528,2016-05-28,2016,5,28,2,6,2016-05,May
20160414,2016-04-14,2016,4,14,2,4,2016-04,April
20160620,2016-06-20,2016,6,20,2,1,2016-06,June
20160804,2016-08-04,2016,8,4,3,4,2016-08,August
20161201,2016-12-01,2016,12,1,4,4,2016-12,December
20160803,2016-08-03,2016,8,3,3,3,2016-08,August
20150622,2015-06-22,2015,6,22,2,1,2015-06,June
20150306,2015-03-06,2015,3,6,1,5,2015-03,March
20170822,2017-08-22,2017,8,22,3,2,2017-08,August
20150226,2015-02-26,2015,2,26,1,4,2015-02,February
20150112,2015-01-12,2015,1,12,1,1,2015-01,January
20150405,2015-04-05,2015,4,5,2,0,2015-04,April
20150309,2015-03-09,2015,3,9,1,1,2015-03,March
20151217,2015-12-17,2015,12,17,4,4,2015-12,December
20171113,2017-11-13,2017,11,13,4,1,2017-11,November
20161101,2016-11-01,2016,11,1,4,2,2016-11,November
20160201,2016-02-01,2016,2,1,1,1,2016-02,February
20160911,2016-09-11,2016,9,11,3,0,2016-09,September
20170201,2017-02-01,2017,2,1,1,3,2017-02,February
20170318,2017-03-18,2017,3,18,1,6,2017-03,March
20150204,2015-02-04,2015,2,4,1,3,2015-02,February
20170326,2017-03-26,2017,3,26,1,0,2017-03,March
20150326,2015-03-26,2015,3,26,1,4,2015-03,March
20160503,2016-05-03,2016,5,3,2,2,2016-05,May
20150421,2015-04-21,2015,4,21,2,2,2015-04,April
20170202,2017-02-02,2017,2,2,1,4,2017-02,February
20180106,2018-01-06,2018,1,6,1,6,2018-01,January
20160623,2016-06-23,2016,6,23,2,4,2016-06,June
20170707,2017-07-07,2017,7,7,3,5,2017-07,July
20150529,2015-05-29,2015,5,29,2,5,2015-05,May
20150705,2015-07-05,2015,7,5,3,0,2015-07,July
20160925,2016-09-25,2016,9,25,3,0,2016-09,September
20170712,2017-07-12,2017,7,12,3,3,2017-07,July
20161208,2016-12-08,2016,12,8,4,4,2016-12,December
20150702,2015-07-02,2015,7,2,3,4,2015-07,July
20170502,2017-05-02,2017,5,2,2,2,2017-05,May
20151002,2015-10-02,2015,10,2,4,5,2015-10,October
20161228,2016-12-28,2016,12,28,4,3,2016-12,December
20160917,2016-09-17,2016,9,17,3,6,2016-09,September
20160315,2016-03-15,2016,3,15,1,2,2016-03,March
20151220,2015-12-20,2015,12,20,4,0,2015-12,December
20171213,2017-12-13,2017,12,13,4,3,2017-12,December
20161107,2016-11-07,2016,11,7,4,1,2016-11,November
20170530,2017-05-30,2017,5,30,2,2,2017-05,May
20160318,2016-03-18,2016,3,18,1,5,2016-03,March
20161225,2016-12-25,2016,12,25,4,0,2016-12,December
20150730,2015-07-30,2015,7,30,3,4,2015-07,July
20170705,2017-07-05,2017,7,5,3,3,2017-07,July
20150725,2015-07-25,2015,7,25,3,6,2015-07,July
20150205,2015-02-05,2015,2,5,1,4,2015-02,February
20150513,2015-05-13,2015,5,13,2,3,2015-05,May
20161028,2016-10-28,2016,10,28,4,5,2016-10,October
20150911,2015-09-11,2015,9,11,3,5,2015-09,September
20150904,2015-09-04,2015,9,4,3,5,2015-09,September
20160118,2016-01-18,2016,1,18,1,1,2016-01,January
20160831,2016-08-31,2016,8,31,3,3,2016-08,August
20160205,2016-02-05,2016,2,5,1,5,2016-02,February
20170725,2017-07-25,2017,7,25,3,2,2017-07,July
20150922,2015-09-22,2015,9,22,3,2,2015-09,September
20151216,2015-12-16,2015,12,16,4,3,2015-12,December
20161230,2016-12-30,2016,12,30,4,5,2016-12,December
20170817,2017-08-17,2017,8,17,3,4,2017-08,August
20170713,2017-07-13,2017,7,13,3,4,2017-07,July
20160920,2016-09-20,2016,9,20,3,2,2016-09,September
20150818,2015-08-18,2015,8,18,3,2,2015-08,August
20150609,2015-06-09,2015,6,9,2,2,2015-06,June
20150926,2015-09-26,2015,9,26,3,6,2015-09,September
20171110,2017-11-10,2017,11,10,4,5,2017-11,November
20170815,2017-08-15,2017,8,15,3,2,2017-08,August
20170419,2017-04-19,2017,4,19,2,3,2017-04,April
20161216,2016-12-16,2016,12,16,4,5,2016-12,December
20160529,2016-05-29,2016,5,29,2,0,2016-05,May
20160424,2016-04-24,2016,4,24,2,0,2016-04,April
20160723,2016-07-23,2016,7,23,3,6,2016-07,July
20150812,2015-08-12,2015,8,12,3,3,2015-08,August
20160721,2016-07-21,2016,7,21,3,4,2016-07,July
20160625,2016-06-25,2016,6,25,2,6,2016-06,June
20161220,2016-12-20,2016,12,20,4,2,2016-12,December
20150209,2015-02-09,2015,2,9,1,1,2015-02,February
20170912,2017-09-12,2017,9,12,3,2,2017-09,September
20170520,2017-05-20,2017,5,20,2,6,2017-05,May
20171220,2017-12-20,2017,12,20,4,3,2017-12,December
20151204,2015-12-04,2015,12,4,4,5,2015-12,December
20171125,2017-11-25,2017,11,25,4,6,2017-11,November
20150201,2015-02-01,2015,2,1,1,0,2015-02,February
20150301,2015-03-01,2015,3,1,1,0,2015-03,March
20170301,2017-03-01,2017,3,1,1,3,2017-03,March
20170928,2017-09-28,2017,9,28,3,4,2017-09,September
20170409,2017-04-09,2017,4,9,2,0,2017-04,April
20160429,2016-04-29,2016,4,29,2,5,2016-04,April
20160506,2016-05-06,2016,5,6,2,5,2016-05,May
20170317,2017-03-17,2017,3,17,1,5,2017-03,March
20150227,2015-02-27,2015,2,27,1,5,2015-02,February
20170610,2017-06-10,2017,6,10,2,6,2017-06,June
20171028,2017-10-28,2017,10,28,4,6,2017-10,October
20150324,2015-03-24,2015,3,24,1,2,2015-03,March
20170304,2017-03-04,2017,3,4,1,6,2017-03,March
